item_index,virtual_object,physical_object,property_type,ground_truth_rating,interaction_activity,utilization_method,ft_predicted_rating,ft_accuracy_score,ft_parse_success,base_4o_predicted_rating,base_4o_accuracy_score,base_4o_parse_success,base_mini_predicted_rating,base_mini_accuracy_score,base_mini_parse_success,ft_error,base_4o_error,base_mini_error,winner
217,Red Button,Pillow,Interactivity,5,Pressing the button to trigger critical actions,Push finger or whole palm into the plush’s top; stuffing compresses and springs back.,5,1.0,True,2,0.0,True,2,0.0,True,0,3,3,fine_tuned
218,Red Button,Pillow,Outline,4,Pressing the button to trigger critical actions,Push finger or whole palm into the plush’s top; stuffing compresses and springs back.,3,0.9,True,2,0.5,True,2,0.5,True,1,2,2,fine_tuned
219,Red Button,Pillow,Texture,2,Pressing the button to trigger critical actions,Push finger or whole palm into the plush’s top; stuffing compresses and springs back.,2,1.0,True,1,0.9,True,1,0.9,True,0,1,1,fine_tuned
220,Red Button,Pillow,Hardness,4,Pressing the button to trigger critical actions,Push finger or whole palm into the plush’s top; stuffing compresses and springs back.,2,0.5,True,1,0.0,True,1,0.0,True,2,3,3,fine_tuned
221,Red Button,Pillow,Temperature,4,Pressing the button to trigger critical actions,Push finger or whole palm into the plush’s top; stuffing compresses and springs back.,2,0.5,True,2,0.5,True,2,0.5,True,2,2,2,fine_tuned
222,Red Button,Mechanical Keyboard,Inertia,5,Pressing the button to trigger critical actions,Use any single key as the proxy: rest finger and deliver a sharp downward press.,5,1.0,True,5,1.0,True,4,0.9,True,0,0,1,fine_tuned
223,Red Button,Mechanical Keyboard,Interactivity,6,Pressing the button to trigger critical actions,Use any single key as the proxy: rest finger and deliver a sharp downward press.,6,1.0,True,6,1.0,True,6,1.0,True,0,0,0,fine_tuned
224,Red Button,Mechanical Keyboard,Outline,3,Pressing the button to trigger critical actions,Use any single key as the proxy: rest finger and deliver a sharp downward press.,5,0.5,True,3,1.0,True,2,0.9,True,2,0,1,base_4o
225,Red Button,Mechanical Keyboard,Texture,6,Pressing the button to trigger critical actions,Use any single key as the proxy: rest finger and deliver a sharp downward press.,5,0.9,True,3,0.0,True,5,0.9,True,1,3,1,fine_tuned
226,Red Button,Mechanical Keyboard,Hardness,6,Pressing the button to trigger critical actions,Use any single key as the proxy: rest finger and deliver a sharp downward press.,6,1.0,True,6,1.0,True,6,1.0,True,0,0,0,fine_tuned
227,Red Button,Mechanical Keyboard,Temperature,6,Pressing the button to trigger critical actions,Use any single key as the proxy: rest finger and deliver a sharp downward press.,5,0.9,True,4,0.5,True,6,1.0,True,1,2,0,base_mini
228,Red Button,Sewing Tape Measure,Inertia,6,Pressing the button to trigger critical actions,Use the small circular center button that rewinds the tape.,5,0.9,True,3,0.0,True,4,0.5,True,1,3,2,fine_tuned
229,Red Button,Sewing Tape Measure,Interactivity,5,Pressing the button to trigger critical actions,Use the small circular center button that rewinds the tape.,6,0.9,True,3,0.5,True,5,1.0,True,1,2,0,base_mini
230,Red Button,Sewing Tape Measure,Outline,4,Pressing the button to trigger critical actions,Use the small circular center button that rewinds the tape.,6,0.5,True,3,0.9,True,5,0.9,True,2,1,1,base_4o
231,Red Button,Sewing Tape Measure,Texture,6,Pressing the button to trigger critical actions,Use the small circular center button that rewinds the tape.,6,1.0,True,3,0.0,True,5,0.9,True,0,3,1,fine_tuned
232,Red Button,Sewing Tape Measure,Hardness,6,Pressing the button to trigger critical actions,Use the small circular center button that rewinds the tape.,5,0.9,True,3,0.0,True,5,0.9,True,1,3,1,fine_tuned
233,Red Button,Sewing Tape Measure,Temperature,6,Pressing the button to trigger critical actions,Use the small circular center button that rewinds the tape.,5,0.9,True,4,0.5,True,6,1.0,True,1,2,0,base_mini
234,Red Button,Game Controller,Inertia,4,Pressing the button to trigger critical actions,"Use the large A button: press firmly until the membrane switch actuates with a tactile bump and faint click, then release for spring return.",5,0.9,True,5,0.9,True,6,0.5,True,1,1,2,fine_tuned
235,Red Button,Game Controller,Interactivity,6,Pressing the button to trigger critical actions,"Use the large A button: press firmly until the membrane switch actuates with a tactile bump and faint click, then release for spring return.",6,1.0,True,6,1.0,True,6,1.0,True,0,0,0,fine_tuned
236,Red Button,Game Controller,Outline,3,Pressing the button to trigger critical actions,"Use the large A button: press firmly until the membrane switch actuates with a tactile bump and faint click, then release for spring return.",5,0.5,True,3,1.0,True,6,0.0,True,2,0,3,base_4o
237,Red Button,Game Controller,Texture,5,Pressing the button to trigger critical actions,"Use the large A button: press firmly until the membrane switch actuates with a tactile bump and faint click, then release for spring return.",6,0.9,True,5,1.0,True,6,0.9,True,1,0,1,base_4o
238,Red Button,Game Controller,Hardness,6,Pressing the button to trigger critical actions,"Use the large A button: press firmly until the membrane switch actuates with a tactile bump and faint click, then release for spring return.",6,1.0,True,6,1.0,True,6,1.0,True,0,0,0,fine_tuned
239,Red Button,Game Controller,Temperature,5,Pressing the button to trigger critical actions,"Use the large A button: press firmly until the membrane switch actuates with a tactile bump and faint click, then release for spring return.",5,1.0,True,4,0.9,True,6,0.9,True,0,1,1,fine_tuned
240,Soccer,Mechanical Keyboard,Inertia,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,You can lightly tap the space bar or a row of keys with the tip of the shoe to mimic instant force transfer and thump of a kick. ,2,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
241,Soccer,Mechanical Keyboard,Interactivity,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,You can lightly tap the space bar or a row of keys with the tip of the shoe to mimic instant force transfer and thump of a kick. ,2,0.9,True,1,0.5,True,2,0.9,True,1,2,1,fine_tuned
242,Soccer,Mechanical Keyboard,Outline,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,You can lightly tap the space bar or a row of keys with the tip of the shoe to mimic instant force transfer and thump of a kick. ,2,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
243,Soccer,Mechanical Keyboard,Texture,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,You can lightly tap the space bar or a row of keys with the tip of the shoe to mimic instant force transfer and thump of a kick. ,2,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
244,Soccer,Mechanical Keyboard,Hardness,4,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,You can lightly tap the space bar or a row of keys with the tip of the shoe to mimic instant force transfer and thump of a kick. ,3,0.9,True,2,0.5,True,1,0.0,True,1,2,3,fine_tuned
245,Soccer,Mechanical Keyboard,Temperature,4,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,You can lightly tap the space bar or a row of keys with the tip of the shoe to mimic instant force transfer and thump of a kick. ,4,1.0,True,2,0.5,True,4,1.0,True,0,2,0,fine_tuned
246,Soccer,Selfie-stick,Inertia,2,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,"Fold legs together to form a short cylinder, then roll it with a foot tap.",3,0.9,True,1,0.9,True,2,1.0,True,1,1,0,base_mini
247,Soccer,Selfie-stick,Interactivity,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,"Fold legs together to form a short cylinder, then roll it with a foot tap.",3,1.0,True,1,0.5,True,2,0.9,True,0,2,1,fine_tuned
248,Soccer,Selfie-stick,Outline,2,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,"Fold legs together to form a short cylinder, then roll it with a foot tap.",2,1.0,True,1,0.9,True,1,0.9,True,0,1,1,fine_tuned
249,Soccer,Selfie-stick,Texture,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,"Fold legs together to form a short cylinder, then roll it with a foot tap.",2,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
250,Soccer,Selfie-stick,Hardness,2,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,"Fold legs together to form a short cylinder, then roll it with a foot tap.",3,0.9,True,2,1.0,True,1,0.9,True,1,0,1,base_4o
251,Soccer,Selfie-stick,Temperature,4,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,"Fold legs together to form a short cylinder, then roll it with a foot tap.",4,1.0,True,3,0.9,True,2,0.5,True,0,1,2,fine_tuned
252,Soccer,Portable Stapler,Inertia,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Press the stapler’s top down with the sole like trapping a ball; the springy resistance and click replicate planting your foot to stop a rolling soccer ball. ,2,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
253,Soccer,Portable Stapler,Interactivity,5,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Press the stapler’s top down with the sole like trapping a ball; the springy resistance and click replicate planting your foot to stop a rolling soccer ball. ,3,0.5,True,2,0.0,True,2,0.0,True,2,3,3,fine_tuned
254,Soccer,Portable Stapler,Outline,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Press the stapler’s top down with the sole like trapping a ball; the springy resistance and click replicate planting your foot to stop a rolling soccer ball. ,1,0.5,True,1,0.5,True,1,0.5,True,2,2,2,fine_tuned
255,Soccer,Portable Stapler,Texture,4,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Press the stapler’s top down with the sole like trapping a ball; the springy resistance and click replicate planting your foot to stop a rolling soccer ball. ,3,0.9,True,1,0.0,True,1,0.0,True,1,3,3,fine_tuned
256,Soccer,Portable Stapler,Hardness,5,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Press the stapler’s top down with the sole like trapping a ball; the springy resistance and click replicate planting your foot to stop a rolling soccer ball. ,5,1.0,True,2,0.0,True,2,0.0,True,0,3,3,fine_tuned
257,Soccer,Portable Stapler,Temperature,4,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Press the stapler’s top down with the sole like trapping a ball; the springy resistance and click replicate planting your foot to stop a rolling soccer ball. ,4,1.0,True,2,0.5,True,6,0.5,True,0,2,2,fine_tuned
258,Soccer,Game Controller,Inertia,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,3,1.0,True,2,0.9,True,2,0.9,True,0,1,1,fine_tuned
259,Soccer,Game Controller,Interactivity,4,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,3,0.9,True,2,0.5,True,3,0.9,True,1,2,1,fine_tuned
260,Soccer,Game Controller,Outline,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,2,0.9,True,1,0.5,True,2,0.9,True,1,2,1,fine_tuned
261,Soccer,Game Controller,Texture,4,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,4,1.0,True,2,0.5,True,2,0.5,True,0,2,2,fine_tuned
262,Soccer,Game Controller,Hardness,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,3,1.0,True,3,1.0,True,2,0.9,True,0,0,1,fine_tuned
263,Soccer,Game Controller,Temperature,5,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,5,1.0,True,3,0.5,True,4,0.9,True,0,2,1,fine_tuned
264,Soccer,Sewing Tape Measure,Inertia,2,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,2,1.0,True,1,0.9,True,1,0.9,True,0,1,1,fine_tuned
265,Soccer,Sewing Tape Measure,Interactivity,5,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,2,0.0,True,1,0.0,True,1,0.0,True,3,4,4,fine_tuned
266,Soccer,Sewing Tape Measure,Outline,2,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,2,1.0,True,1,0.9,True,1,0.9,True,0,1,1,fine_tuned
267,Soccer,Sewing Tape Measure,Texture,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,4,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
268,Soccer,Sewing Tape Measure,Hardness,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,4,0.9,True,1,0.5,True,2,0.9,True,1,2,1,fine_tuned
269,Soccer,Sewing Tape Measure,Temperature,4,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,5,0.9,True,3,0.9,True,6,0.5,True,1,1,2,fine_tuned
270,Steering Wheel,Lay's,Inertia,1,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,1,1.0,True,1,1.0,True,1,1.0,True,0,0,0,fine_tuned
271,Steering Wheel,Lay's,Interactivity,1,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,2,0.9,True,1,1.0,True,1,1.0,True,1,0,0,base_4o
272,Steering Wheel,Lay's,Outline,1,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,2,0.9,True,1,1.0,True,2,0.9,True,1,0,1,base_4o
273,Steering Wheel,Lay's,Texture,1,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,1,1.0,True,1,1.0,True,1,1.0,True,0,0,0,fine_tuned
274,Steering Wheel,Lay's,Hardness,1,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,1,1.0,True,1,1.0,True,1,1.0,True,0,0,0,fine_tuned
275,Steering Wheel,Lay's,Temperature,2,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,2,1.0,True,1,0.9,True,2,1.0,True,0,1,0,fine_tuned
276,Steering Wheel,Game Controller,Inertia,3,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",4,0.9,True,2,0.9,True,1,0.5,True,1,1,2,fine_tuned
277,Steering Wheel,Game Controller,Interactivity,4,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",5,0.9,True,3,0.9,True,4,1.0,True,1,1,0,base_mini
278,Steering Wheel,Game Controller,Outline,5,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",3,0.5,True,2,0.0,True,2,0.0,True,2,3,3,fine_tuned
279,Steering Wheel,Game Controller,Texture,5,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",5,1.0,True,2,0.0,True,2,0.0,True,0,3,3,fine_tuned
280,Steering Wheel,Game Controller,Hardness,5,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",5,1.0,True,3,0.5,True,6,0.9,True,0,2,1,fine_tuned
281,Steering Wheel,Game Controller,Temperature,3,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",5,0.5,True,3,1.0,True,6,0.0,True,2,0,3,base_4o
282,Steering Wheel,Desk Lamp,Inertia,6,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,5,0.9,True,2,0.0,True,2,0.0,True,1,4,4,fine_tuned
283,Steering Wheel,Desk Lamp,Interactivity,6,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,5,0.9,True,2,0.0,True,2,0.0,True,1,4,4,fine_tuned
284,Steering Wheel,Desk Lamp,Outline,5,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,2,0.0,True,2,0.0,True,2,0.0,True,3,3,3,fine_tuned
285,Steering Wheel,Desk Lamp,Texture,6,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,5,0.9,True,2,0.0,True,1,0.0,True,1,4,5,fine_tuned
286,Steering Wheel,Desk Lamp,Hardness,5,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,5,1.0,True,3,0.5,True,7,0.5,True,0,2,2,fine_tuned
287,Steering Wheel,Desk Lamp,Temperature,5,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,5,1.0,True,3,0.5,True,2,0.0,True,0,2,3,fine_tuned
288,Steering Wheel,Portable Stapler,Inertia,2,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",2,1.0,True,2,1.0,True,1,0.9,True,0,0,1,fine_tuned
289,Steering Wheel,Portable Stapler,Interactivity,2,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",3,0.9,True,2,1.0,True,2,1.0,True,1,0,0,base_4o
290,Steering Wheel,Portable Stapler,Outline,1,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",2,0.9,True,1,1.0,True,1,1.0,True,1,0,0,base_4o
291,Steering Wheel,Portable Stapler,Texture,3,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",5,0.5,True,2,0.9,True,2,0.9,True,2,1,1,base_4o
292,Steering Wheel,Portable Stapler,Hardness,5,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",5,1.0,True,2,0.0,True,5,1.0,True,0,3,0,fine_tuned
293,Steering Wheel,Portable Stapler,Temperature,3,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",5,0.5,True,3,1.0,True,5,0.5,True,2,0,2,base_4o
294,Steering Wheel,Pillow,Inertia,3,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,2,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
295,Steering Wheel,Pillow,Interactivity,4,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,3,0.9,True,1,0.0,True,2,0.5,True,1,3,2,fine_tuned
296,Steering Wheel,Pillow,Outline,5,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,2,0.0,True,1,0.0,True,2,0.0,True,3,4,3,fine_tuned
297,Steering Wheel,Pillow,Texture,2,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,2,1.0,True,1,0.9,True,1,0.9,True,0,1,1,fine_tuned
298,Steering Wheel,Pillow,Hardness,1,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,1,1.0,True,1,1.0,True,1,1.0,True,0,0,0,fine_tuned
299,Steering Wheel,Pillow,Temperature,2,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,2,1.0,True,1,0.9,True,2,1.0,True,0,1,0,fine_tuned
