item_index,virtual_object,physical_object,property_type,ground_truth_rating,interaction_activity,utilization_method,ft_predicted_rating,ft_parse_success,base_4o_predicted_rating,base_4o_parse_success,base_mini_predicted_rating,base_mini_parse_success,ft_abs_error,base_4o_abs_error,base_mini_abs_error
258,Soccer,Game Controller,Inertia,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,3,True,2,True,2,True,0,1,1
259,Soccer,Game Controller,Interactivity,4,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,3,True,2,True,3,True,1,2,1
260,Soccer,Game Controller,Outline,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,2,True,1,True,2,True,1,2,1
261,Soccer,Game Controller,Texture,4,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,4,True,2,True,2,True,0,2,2
262,Soccer,Game Controller,Hardness,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,3,True,3,True,2,True,0,0,1
263,Soccer,Game Controller,Temperature,5,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Drag the side of your foot across the curved backside causing it to skid a short distance; the hard plastic dome and vibration of internal parts evoke a brisk ball touch. ,5,True,3,True,4,True,0,2,1
264,Soccer,Sewing Tape Measure,Inertia,2,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,2,True,1,True,1,True,0,1,1
265,Soccer,Sewing Tape Measure,Interactivity,5,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,2,True,1,True,1,True,3,4,4
266,Soccer,Sewing Tape Measure,Outline,2,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,2,True,1,True,1,True,0,1,1
267,Soccer,Sewing Tape Measure,Texture,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,4,True,1,True,1,True,1,2,2
268,Soccer,Sewing Tape Measure,Hardness,3,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,4,True,1,True,2,True,1,2,1
269,Soccer,Sewing Tape Measure,Temperature,4,This soccer ball would be used for training exercises. VR players would primarily kick the ball for practicing penalties,Use the toe to spin the disc horizontally; the disc’s rotation and moderate weight echo the spin you might impart when slicing a soccer shot. ,5,True,3,True,6,True,1,1,2
270,Steering Wheel,Lay's,Inertia,1,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,1,True,1,True,1,True,0,0,0
271,Steering Wheel,Lay's,Interactivity,1,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,2,True,1,True,1,True,1,0,0
272,Steering Wheel,Lay's,Outline,1,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,2,True,1,True,2,True,1,0,1
273,Steering Wheel,Lay's,Texture,1,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,1,True,1,True,1,True,0,0,0
274,Steering Wheel,Lay's,Hardness,1,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,1,True,1,True,1,True,0,0,0
275,Steering Wheel,Lay's,Temperature,2,This steering wheel would be used for vehicle navigation.,Pinch the upper left and right corners as if they were wheel spokes and twist the bag left or right.,2,True,1,True,2,True,0,1,0
276,Steering Wheel,Game Controller,Inertia,3,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",4,True,2,True,1,True,1,1,2
277,Steering Wheel,Game Controller,Interactivity,4,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",5,True,3,True,4,True,1,1,0
278,Steering Wheel,Game Controller,Outline,5,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",3,True,2,True,2,True,2,3,3
279,Steering Wheel,Game Controller,Texture,5,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",5,True,2,True,2,True,0,3,3
280,Steering Wheel,Game Controller,Hardness,5,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",5,True,3,True,6,True,0,2,1
281,Steering Wheel,Game Controller,Temperature,3,This steering wheel would be used for vehicle navigation.,"Grip the controller normally, but rotate the entire unit side-to-side using your wrists as though it were a compact steering wheel.",5,True,3,True,6,True,2,0,3
282,Steering Wheel,Desk Lamp,Inertia,6,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,5,True,2,True,2,True,1,4,4
283,Steering Wheel,Desk Lamp,Interactivity,6,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,5,True,2,True,2,True,1,4,4
284,Steering Wheel,Desk Lamp,Outline,5,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,2,True,2,True,2,True,3,3,3
285,Steering Wheel,Desk Lamp,Texture,6,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,5,True,2,True,1,True,1,4,5
286,Steering Wheel,Desk Lamp,Hardness,5,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,5,True,3,True,7,True,0,2,2
287,Steering Wheel,Desk Lamp,Temperature,5,This steering wheel would be used for vehicle navigation.,Grasp the two ends of the horizontal light bar with both hands. Rotate the bar around the vertical support post (using its hinge) to simulate wheel turns.,5,True,3,True,2,True,0,2,3
288,Steering Wheel,Portable Stapler,Inertia,2,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",2,True,2,True,1,True,0,0,1
289,Steering Wheel,Portable Stapler,Interactivity,2,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",3,True,2,True,2,True,1,0,0
290,Steering Wheel,Portable Stapler,Outline,1,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",2,True,1,True,1,True,1,0,0
291,Steering Wheel,Portable Stapler,Texture,3,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",5,True,2,True,2,True,2,1,1
292,Steering Wheel,Portable Stapler,Hardness,5,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",5,True,2,True,5,True,0,3,0
293,Steering Wheel,Portable Stapler,Temperature,3,This steering wheel would be used for vehicle navigation.,"Open the stapler to its widest angle, grip one half in each hand, and use the hinge as a pivot to rotate the halves like steering spokes. ",5,True,3,True,5,True,2,0,2
294,Steering Wheel,Pillow,Inertia,3,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,2,True,1,True,1,True,1,2,2
295,Steering Wheel,Pillow,Interactivity,4,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,3,True,1,True,2,True,1,3,2
296,Steering Wheel,Pillow,Outline,5,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,2,True,1,True,2,True,3,4,3
297,Steering Wheel,Pillow,Texture,2,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,2,True,1,True,1,True,0,1,1
298,Steering Wheel,Pillow,Hardness,1,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,1,True,1,True,1,True,0,0,0
299,Steering Wheel,Pillow,Temperature,2,This steering wheel would be used for vehicle navigation.,Hold opposite edges of the plush shell and twist it left or right. ,2,True,1,True,2,True,0,1,0
